,age,CompanyName,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
7021,11,Hyundai,335000,45000,1,0,0,0,18.5,1197,82.85,113.7Nm@ 4000rpm,5
7022,7,Mahindra,1025000,22522,0,1,0,0,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
7023,11,Hyundai,320000,51856,1,1,0,2,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5
7024,8,Maruti,550000,29434,1,0,0,0,20.73,1373,91.1,130Nm@ 4000rpm,5
7025,5,Honda,800000,25000,0,0,0,0,25.5,1498,98.6,200Nm@ 1750rpm,5
7026,6,Tata,380000,28000,1,0,0,1,23.84,1199,84.0,114Nm@ 3500rpm,5
7027,10,Renault,400000,44500,0,0,0,1,20.46,1461,83.8,200Nm@ 1900rpm,5
7028,7,Maruti,375000,34500,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
7029,6,Honda,1100000,20000,1,0,1,0,18.0,1497,117.6,145Nm@ 4600rpm,5
7030,5,Hyundai,650000,15000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
7031,9,Nissan,361000,26000,1,0,1,0,19.34,1198,76.0,104Nm@ 4400rpm,5
7032,11,Hyundai,140000,20000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
7033,4,Hyundai,550000,3000,1,0,0,0,20.14,1197,81.86,113.75nm@ 4000rpm,5
7034,4,Honda,670000,20000,1,0,0,0,19.5,1199,88.76,110Nm@ 4800rpm,5
7035,6,Maruti,880000,25000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
7036,5,Ford,950000,35000,0,0,0,0,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
7037,13,Chevrolet,300000,60000,0,0,0,0,18.3,1991,147.9,327Nm@ 2600rpm,5
7038,6,Honda,1150000,6825,1,0,1,0,18.0,1497,117.6,145Nm@ 4600rpm,5
7039,8,Chevrolet,450000,155000,0,0,1,0,14.81,1998,163.7,360Nm@ 2000rpm,5
7040,5,Maruti,375000,50000,2,0,0,0,21.94,1196,61.7,85Nm@ 3000rpm,5
7041,7,Maruti,600000,13500,1,0,0,0,17.5,1373,91.1,130Nm@ 4000rpm,7
7042,15,Toyota,700000,260000,0,0,0,0,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
7043,5,Hyundai,600000,65000,0,0,0,0,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5
7044,9,Mahindra,630000,95000,0,0,0,1,14.02,2179,118.3,280Nm@ 2400-2800rpm,8
7045,7,Maruti,590000,40000,1,0,0,1,20.73,1373,91.1,130Nm@ 4000rpm,5
7046,4,Hyundai,420000,30000,1,0,0,0,20.3,1086,68.0,99Nm@ 4500rpm,5
7047,7,Mitsubishi,1950000,120000,0,0,0,0,13.5,2477,175.56,400Nm@ 2000-2500rpm,7
7048,10,Tata,541000,112011,0,0,0,0,13.93,2179,138.1,320Nm@ 1700-2700rpm,7
7049,8,Toyota,900000,125000,0,0,0,0,12.99,2494,100.6,200Nm@ 1400-3400rpm,7
7051,14,Tata,250000,43000,0,0,0,0,18.8,1248,90.0,200Nm@ 1750-3000rpm,5
7052,4,Mahindra,670000,53534,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
7053,4,Tata,530000,20000,1,0,0,0,20.3,1199,83.81,114Nm@ 3500rpm,5
7054,11,Chevrolet,150000,70000,0,0,0,1,25.44,936,57.6,150Nm@ 1750rpm,5
7055,10,Mahindra,550000,70000,0,0,0,2,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
7056,8,Mahindra,650000,150000,0,0,0,0,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
7057,11,Tata,180000,100000,0,0,0,1,19.4,1405,70.0,135.4Nm@ 2500rpm,5
7058,8,Mahindra,585000,50000,0,0,0,0,16.55,2498,105.0,247Nm@ 1800-2000rpm,7
7059,10,Hyundai,345000,120000,1,0,0,1,18.5,1197,82.85,113.7Nm@ 4000rpm,5
7060,10,Maruti,350000,110000,0,0,0,2,22.9,1248,74.0,190Nm@ 2000rpm,5
7061,7,Honda,725000,140000,1,0,0,0,15.4,1497,117.3,145Nm@ 4600rpm,7
7062,11,Tata,250000,120000,0,0,0,0,15.42,1405,70.0,135Nm@ 2500rpm,7
7063,21,Maruti,45000,70000,1,0,0,1,16.1,796,37.0,59Nm@ 2500rpm,4
7064,16,Toyota,409999,248119,0,0,0,3,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
7065,6,Renault,325000,16500,1,0,0,1,23.01,999,67.0,91Nm@ 4250rpm,5
7066,7,Maruti,350000,9900,1,0,0,0,23.95,998,67.05,90Nm@ 3500rpm,5
7067,11,Maruti,180000,80000,1,0,0,2,19.7,796,46.3,62Nm@ 3000rpm,5
7068,13,Fiat,150000,100000,1,0,0,1,16.0,1368,90.0,115Nm@ 4500rpm,5
7069,3,Maruti,700000,20000,1,0,0,0,23.26,1197,88.5,113nm@ 4400rpm,5
7070,7,Maruti,795000,90000,0,0,0,0,28.09,1248,88.5,200Nm@ 1750rpm,5
7071,4,Mahindra,950000,15000,0,0,0,0,16.55,2498,105.0,247Nm@ 1800-2000rpm,6
7072,5,Volkswagen,885000,75000,0,0,1,0,21.5,1498,108.5,250Nm@ 1500-3000rpm,5
7073,12,Maruti,160000,140000,0,0,0,0,21.1,1248,73.9,190Nm@ 2000rpm,5
7074,11,Hyundai,300000,120000,0,0,0,1,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
7075,5,Volkswagen,950000,75000,0,0,1,0,21.5,1498,108.5,250Nm@ 1500-3000rpm,5
7076,8,Maruti,549000,90000,0,0,0,0,20.77,1248,88.76,200Nm@ 1750rpm,7
7077,5,Audi,3000000,20000,0,0,1,0,20.38,1968,143.0,320Nm@ 1750-3000rpm,5
7078,8,Toyota,1200000,61000,0,0,0,0,12.99,2494,100.6,200Nm@ 1200-3600rpm,7
7079,11,Renault,570000,100000,0,0,0,1,21.8,1461,78.0,240Nm@ 2000rpm,5
7080,6,Mahindra,800000,60000,0,0,0,1,16.55,2498,105.0,247Nm@ 1800-2000rpm,6
7081,14,Hyundai,375000,100000,0,0,0,0,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5
7082,14,Mahindra,300000,170000,0,0,0,2,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
7083,10,Toyota,350000,100000,1,0,0,1,16.78,1496,88.73,132Nm@ 3000rpm,5
7084,12,Mahindra,400000,120000,0,0,0,1,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
7085,8,Volkswagen,434999,50000,0,0,0,0,20.14,1498,88.8,230Nm@ 1500-2500rpm,5
7087,8,Maruti,260000,25000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
7088,10,Maruti,450000,24019,0,0,0,0,22.9,1248,74.0,190Nm@ 2000rpm,5
7089,10,Hyundai,459999,80000,0,0,0,1,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
7090,12,Maruti,210000,100000,0,0,0,1,21.1,1248,73.9,113Nm@ 4500rpm,5
7091,8,Maruti,540000,93000,1,0,0,1,20.85,1197,83.14,115Nm@ 4000rpm,5
7092,6,Maruti,710000,50000,0,0,0,0,24.52,1248,88.5,200Nm@ 1750rpm,7
7093,5,Maruti,285000,22000,1,0,0,0,24.7,796,47.3,69Nm@ 3500rpm,5
7094,4,Hyundai,990000,19600,0,0,0,0,22.1,1396,88.7,219.7Nm@ 1500-2750rpm,5
7095,6,Tata,362000,104000,1,0,0,0,15.64,1193,64.1,100Nm@ 2700rpm,5
7096,6,Ford,880000,33000,0,0,0,0,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
7097,6,Mahindra,700000,60000,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
7098,7,Mahindra,600000,60000,0,0,0,0,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
7099,8,Nissan,700000,40000,1,0,0,0,13.24,1598,102.5,145Nm@ 3750rpm,5
7100,7,Tata,400000,60000,0,0,0,0,27.28,1047,69.0,140Nm@ 1800-3000rpm,5
7101,13,Hyundai,165000,80000,3,0,0,0,13.2,1495,93.7,124.5Nm@ 3500rpm,5
7102,16,Toyota,350000,376412,0,0,0,1,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
7103,9,Maruti,425000,80000,1,0,0,2,16.02,1373,93.7,130Nm@ 4000rpm,7
7104,11,Hyundai,180000,70000,1,0,0,0,17.92,1086,62.1,96.1Nm@ 3000rpm,5
7105,11,Maruti,170000,90000,1,0,0,2,20.92,998,67.1,90Nm@ 3500rpm,5
7106,9,Mahindra,370000,183000,0,0,0,0,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
7107,5,Maruti,800000,27000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
7108,6,Ford,900000,35000,0,0,0,0,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
7109,10,Maruti,390000,120000,0,0,0,0,22.9,1248,74.0,190Nm@ 2000rpm,5
7110,9,Maruti,445000,80000,0,0,0,1,23.4,1248,74.0,190Nm@ 2000rpm,5
7111,9,Maruti,459999,70000,0,0,0,3,23.4,1248,74.0,190Nm@ 2000rpm,5
7112,10,Maruti,275000,55000,3,0,0,0,14.4,998,61.7,85Nm@ 3500rpm,5
7113,14,Maruti,200000,120000,0,0,0,1,21.1,1248,73.9,113Nm@ 4500rpm,5
7114,11,Maruti,350000,72000,1,0,0,1,17.5,1197,85.8,114Nm@ 4000rpm,5
7115,16,Tata,95000,120000,0,0,0,1,12.0,2092,127.0,"20@ 3,750(kgm@ rpm)",7
7116,9,Toyota,550000,250000,0,0,0,0,23.59,1364,67.04,170Nm@ 1800-2400rpm,5
7117,7,Chevrolet,900000,100000,0,0,0,0,13.58,2499,72.4,171Nm@ 1800rpm,9
7118,10,Tata,350000,120000,0,0,0,1,15.3,2956,83.83,250Nm@ 1000-2000rpm,7
7120,9,Hyundai,455999,32000,1,0,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
7121,15,Maruti,129000,60000,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
7122,6,Maruti,254000,40000,1,0,0,0,24.7,796,47.3,69Nm@ 3500rpm,5
7123,9,Ford,570000,48000,0,0,0,0,21.7,1498,98.96,215Nm@ 1750-2500rpm,5
7124,5,Nissan,840000,30000,0,0,0,0,19.87,1461,83.14,200Nm@ 1750rpm,5
7125,13,Tata,235000,100000,0,0,0,1,13.93,2179,138.1,320Nm@ 1700-2700rpm,7
7126,7,Mahindra,700000,50000,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
7128,5,Hyundai,528000,5000,1,0,0,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
7129,6,Jeep,1500000,12000,0,0,0,0,17.1,1956,170.0,350Nm@ 1750-2500rpm,5
7130,7,Mahindra,560000,72000,0,0,0,0,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
7131,7,Mahindra,600000,70000,0,0,0,0,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
7132,16,Chevrolet,102000,50000,1,0,0,1,15.26,1150,74.9,110Nm@ 4400rpm,5
7133,9,Mahindra,750000,70000,0,0,0,1,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
7134,13,Chevrolet,148000,70000,1,0,0,2,14.7,1150,76.0,"11.2@ 4,400(kgm@ rpm)",5
7135,8,Maruti,650000,50000,1,0,0,0,21.4,1197,83.1,115Nm@ 4000rpm,5
7136,11,Volkswagen,310000,40000,1,0,0,0,16.47,1198,73.9,110Nm@ 3750rpm,5
7137,9,Hyundai,480000,30000,1,0,0,0,19.1,1197,82.0,114Nm@ 4000rpm,5
7138,5,Maruti,320000,15000,1,0,0,0,24.7,796,47.3,69Nm@ 3500rpm,5
7139,8,Honda,750000,40000,1,0,0,0,17.4,1497,117.3,145Nm@ 4600rpm,5
7140,6,Nissan,370000,40000,1,0,0,0,19.49,1198,67.04,104Nm@ 4000rpm,5
7141,10,Maruti,320000,60000,1,0,0,3,18.6,1197,85.8,114Nm@ 4000rpm,5
7142,10,Maruti,420000,67000,1,0,0,0,18.6,1197,85.8,114Nm@ 4000rpm,5
7143,13,Maruti,240000,60000,1,0,0,1,17.5,1298,85.8,114Nm@ 4000rpm,5
7144,6,Datsun,220000,60000,1,0,0,0,22.5,999,67.0,91Nm@ 4250rpm,5
7145,7,Tata,350000,30000,1,0,0,0,23.84,1199,84.0,114Nm@ 3500rpm,5
7146,5,Honda,675000,40000,0,0,0,0,25.8,1498,98.6,200Nm@ 1750rpm,5
7147,7,Toyota,434999,50000,1,0,0,1,18.16,1197,78.8,104Nm@ 3100rpm,5
7148,17,Honda,125000,200000,1,0,1,2,13.1,1997,141.1,190Nm@ 4200rpm,5
7149,7,Mahindra,400000,14000,1,0,0,1,18.15,1198,82.0,115Nm@ 3500-3600rpm,6
7150,8,Chevrolet,425000,70000,0,0,0,0,13.58,2499,72.4,171Nm@ 1800rpm,9
7151,13,Maruti,311000,94000,0,0,0,1,21.1,1248,75.0,190 Nm at 2000rpm,5
7152,8,Chevrolet,509999,197000,0,0,0,0,13.58,2499,72.4,171Nm@ 1800rpm,10
7153,8,Ford,530000,79000,0,0,0,1,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
7154,15,Skoda,210000,120000,0,0,0,1,18.7,1896,66.0,210 / 1900,5
7155,4,Mahindra,977000,30000,0,0,0,0,17.3,1497,121.0,300Nm@ 1750-2500rpm,8
7156,5,Maruti,440000,20000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
7157,5,Maruti,440000,17000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
7158,5,Hyundai,655000,20000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
7159,7,Renault,295000,60000,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
7161,16,Hyundai,65000,70000,1,0,0,2,15.0,1086,66.6,"10.4@ 3,200(kgm@ rpm)",5
7162,6,Tata,1200000,150000,0,0,0,0,17.6,2179,153.86,400Nm@ 1750-2500rpm,7
7163,6,Tata,1251000,35000,0,0,0,0,17.6,2179,153.86,400Nm@ 1750-2500rpm,7
7164,13,Tata,200000,60000,0,0,0,0,23.03,1396,69.0,140Nm@ 1800-3000rpm,5
7165,7,Hyundai,750000,40000,0,0,0,0,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5
7166,5,Maruti,400000,60000,2,0,0,0,26.6,998,58.16,77Nm@ 3500rpm,5
7167,6,Honda,475000,57000,1,0,0,0,17.8,1198,86.7,109Nm@ 4500rpm,5
7168,11,Tata,110000,120000,0,0,0,1,17.8,1405,70.0,13.5@ 2500(kgm@ rpm),5
7169,6,Renault,350000,30000,1,0,0,0,23.01,999,67.0,91Nm@ 4250rpm,5
7170,7,Maruti,450000,175000,0,0,0,0,23.4,1248,74.0,190Nm@ 2000rpm,5
7171,13,Tata,150000,90000,0,0,0,0,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5
7172,14,Tata,80000,110000,0,0,0,1,17.2,1396,53.5,"8.5@ 2,500(kgm@ rpm)",5
7173,8,Hyundai,430000,35000,1,0,0,1,18.6,1197,81.83,114.7Nm@ 4000rpm,5
7174,6,Toyota,1450000,81000,0,0,0,0,13.68,2393,147.8,343Nm@ 1400-2800rpm,7
7175,12,Chevrolet,360000,100000,0,0,0,0,18.3,1991,147.9,327Nm@ 2600rpm,5
7176,6,Tata,1445000,60000,0,0,1,0,17.6,2179,153.86,400Nm@ 1750-2500rpm,7
7177,7,Honda,670000,60000,0,0,0,0,26.0,1498,98.6,200Nm@ 1750rpm,5
7178,7,Mercedes-Benz,2000000,70000,1,0,1,0,13.7,1991,183.0,300Nm@ 1200-1400rpm,5
7180,8,Honda,440000,50000,0,0,0,0,25.8,1498,98.6,200Nm@ 1750rpm,5
7181,11,Hyundai,254999,90000,0,0,0,0,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
7182,5,Datsun,530000,65000,1,0,0,0,19.02,1198,67.05,104Nm@ 4000rpm,7
7183,7,Mahindra,890000,40000,0,0,0,1,16.0,1997,140.0,320Nm@ 1600-2800rpm,7
7184,10,Volkswagen,280000,80000,0,0,0,1,22.07,1199,73.9,180Nm@ 2000rpm,5
7185,6,Maruti,725000,35000,1,0,1,0,21.21,1197,81.8,113Nm@ 4200rpm,5
7186,7,Mahindra,700000,30000,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
7187,16,Maruti,90000,70000,1,0,0,0,18.2,998,67.1,90Nm@ 3500rpm,5
7188,8,Hyundai,287000,100000,1,0,0,1,19.81,1086,68.05,99.04Nm@ 4500rpm,5
7189,5,Hyundai,1380000,55000,1,0,1,0,14.8,1591,121.3,151NM@ 4850rpm,5
7190,10,Toyota,750000,80000,0,0,0,1,12.99,2494,100.6,200Nm@ 1200-3600rpm,7
7191,7,Hyundai,650000,40000,1,0,0,0,17.43,1396,105.5,135.3Nm@ 5000rpm,5
7192,10,Maruti,240000,108916,1,0,0,1,20.51,998,67.04,90Nm@ 3500rpm,5
7193,10,Hyundai,290000,40000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
7194,9,Hyundai,229999,80000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
7195,7,Honda,1000000,50000,0,0,0,1,26.0,1498,98.6,200Nm@ 1750rpm,5
7196,11,Hyundai,200000,90000,1,0,0,1,17.92,1086,62.1,96.1Nm@ 3000rpm,5
7197,19,Maruti,90000,70000,1,0,0,3,19.7,796,46.3,62Nm@ 3000rpm,5
7198,11,Hyundai,330000,90000,0,0,0,0,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
7199,14,Maruti,200000,70000,0,0,0,0,21.1,1248,73.9,113Nm@ 4500rpm,5
7200,5,Mahindra,420000,31000,0,0,0,0,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
7201,14,Maruti,260000,120000,0,0,0,1,19.3,1248,73.9,190Nm@ 2000rpm,5
7202,7,Hyundai,590000,40000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
7203,8,Maruti,545000,180000,0,0,0,0,25.2,1248,74.0,190Nm@ 2000rpm,5
7204,12,Maruti,210000,90000,1,0,0,1,18.9,998,67.1,90Nm@ 3500rpm,5
7205,15,Honda,185000,110000,1,0,0,1,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5
7206,17,Maruti,125000,59000,1,0,0,1,18.9,998,67.1,90Nm@ 3500rpm,5
7207,9,Hyundai,280000,60000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
7209,18,Maruti,98000,70000,1,0,0,1,18.9,998,67.1,90Nm@ 3500rpm,5
7210,14,Tata,100000,190000,0,0,0,0,17.0,1405,71.0,135 Nm at 2500  rpm ,5
7211,10,Mahindra,250000,180000,0,0,0,0,20.8,1461,64.1,160Nm@ 2000rpm,5
7212,13,Toyota,750000,150000,0,0,0,1,11.5,2982,171.0,343Nm@ 1400-3400rpm,7
7213,16,Chevrolet,160000,130000,0,0,0,1,16.52,1991,123.7,305Nm@ 2000rpm,5
7214,10,Hyundai,509999,120000,0,0,1,1,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5
7215,14,Tata,95000,80000,0,0,0,1,17.88,1396,52.8,85Nm@ 2500rpm,5
7216,9,Hyundai,525000,80000,0,0,0,1,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
7217,6,Datsun,278000,20000,1,0,0,0,22.5,999,67.0,91Nm@ 4250rpm,5
7218,26,Maruti,50000,60000,1,0,0,1,16.1,796,37.0,59Nm@ 2500rpm,4
7219,12,Volkswagen,254999,120000,0,0,0,2,22.07,1199,73.9,180Nm@ 2000rpm,5
7222,5,Maruti,950000,51000,0,0,0,0,25.1,1248,88.5,200Nm@ 1750rpm,5
7223,16,Honda,229999,60000,1,0,0,2,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5
7224,14,Toyota,600000,220000,0,0,0,0,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
7225,6,Maruti,330000,20000,1,0,0,0,24.7,796,47.3,69Nm@ 3500rpm,5
7226,6,Maruti,350000,40000,1,0,0,0,23.95,998,67.05,90Nm@ 3500rpm,5
7227,7,Volkswagen,560000,35000,1,0,0,0,16.2,1199,74.0,110Nm@ 3000-4300rpm,5
7228,6,Maruti,440000,30000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
7229,12,Maruti,220000,90000,1,0,0,1,19.0,998,66.1,90Nm@ 3500rpm,5
7230,6,Maruti,750000,110000,0,0,0,1,28.4,1248,74.02,190Nm@ 2000rpm,5
7231,8,Mahindra,800000,140000,0,0,0,0,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
7232,16,Tata,59259,104000,0,0,0,1,17.2,1396,53.5,"8.5@ 2,500(kgm@ rpm)",5
7239,8,Mahindra,750000,16000,0,0,0,0,18.06,2523,63.0,182.5Nm@ 1500-1800rpm,7
7240,4,Maruti,780000,7200,1,0,0,0,21.1,998,100.5,150Nm@ 1700-4500rpm,5
7241,12,Volkswagen,320000,77000,0,0,0,1,22.07,1199,73.9,180Nm@ 2000rpm,5
7242,6,Mahindra,690000,40000,0,0,0,0,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
7243,11,Maruti,375000,70000,0,0,0,1,19.3,1248,73.9,190Nm@ 2000rpm,5
7244,6,Ford,620000,50000,1,0,0,0,18.12,1196,86.8,112Nm@ 4000rpm,5
7245,8,Hyundai,300000,85000,3,0,0,0,13.45,1086,62.1,96.1Nm@ 3000rpm,5
7246,7,Maruti,370000,58000,1,0,0,1,15.37,1196,73.0,101Nm@ 3000rpm,7
7247,10,Mahindra,770000,85000,0,0,0,0,16.55,2498,105.0,247Nm@ 1800-2000rpm,7
7248,9,Hyundai,500000,65000,1,0,0,0,19.1,1197,81.86,113.75Nm@ 4000rpm,5
7249,6,Mahindra,450000,120000,0,0,0,0,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
7250,10,Hyundai,195000,50000,1,0,0,1,17.92,1086,62.1,96.1Nm@ 3000rpm,5
7251,5,Maruti,472000,30000,1,0,1,0,20.51,998,67.0,90Nm@ 3500rpm,5
7252,9,Maruti,250000,58000,1,0,0,1,23.95,998,67.05,90Nm@ 3500rpm,5
7253,12,Chevrolet,165000,70000,0,0,0,1,25.44,936,57.6,150Nm@ 1750rpm,5
7254,5,Tata,525000,110000,0,0,0,1,20.65,1248,88.7,190Nm@ 1750-3000rpm,5
7255,20,Maruti,145000,65000,1,0,0,2,18.9,998,67.1,90Nm@ 3500rpm,5
7256,10,Tata,325000,100000,0,0,0,0,22.3,1248,88.8,200Nm@ 1750-3000rpm,5
7257,6,Mahindra,660000,60000,0,0,0,1,16.5,1493,70.0,195Nm@ 1400-2200rpm,7
7258,9,Ford,310000,90000,0,0,0,1,19.68,1399,67.0,160Nm@ 2000rpm,5
7259,15,Mahindra,250000,200000,0,0,0,0,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
7260,9,Ford,330000,100000,0,0,0,1,19.68,1399,67.0,160Nm@ 2000rpm,5
7261,11,Ford,250000,80000,0,0,0,1,20.0,1399,68.0,160Nm@ 2000rpm,5
7262,6,Mahindra,650000,60000,0,0,1,0,17.45,1493,100.0,240Nm@ 1600-2800rpm,7
7263,7,Maruti,305000,40000,1,0,0,0,23.95,998,67.05,90Nm@ 3500rpm,5
7264,8,Maruti,600000,50000,0,0,0,0,26.21,1248,88.5,200Nm@ 1750rpm,5
7265,8,Maruti,280000,110000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
7266,12,Tata,153000,50000,0,0,0,1,23.57,1396,70.0,140Nm@ 1800-3000rpm,5
7267,5,Mahindra,700000,30000,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
7268,6,Renault,325000,40000,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
7270,17,Maruti,155000,70000,1,0,0,1,16.1,796,37.0,59Nm@ 2500rpm,4
7271,11,Maruti,235000,80000,1,0,0,2,20.92,998,67.1,90Nm@ 3500rpm,5
7273,7,Maruti,500000,15000,1,0,0,0,20.4,1197,81.8,113Nm@ 4200rpm,5
7274,19,Mahindra,120000,150000,0,0,0,1,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
7276,7,Skoda,675000,88000,0,1,1,0,21.66,1498,103.52,250Nm@ 1500-2500rpm,5
7277,9,Toyota,950000,80000,0,1,0,0,12.99,2494,100.6,200Nm@ 1200-3600rpm,7
7278,5,Mahindra,1051000,59865,0,1,0,0,15.1,2179,152.87,360Nm@ 1750-2800rpm,7
7279,7,Volkswagen,591000,60000,0,1,0,0,21.49,1498,108.5,250nm@ 1500-3000rpm,5
7280,8,Hyundai,585000,72000,0,1,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
7281,6,Honda,1025000,68140,1,1,1,0,18.0,1497,117.6,145Nm@ 4600rpm,5
7282,9,Maruti,450000,53190,0,1,0,0,28.4,1248,74.0,190Nm@ 2000rpm,5
7283,9,Hyundai,484999,70100,0,1,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
7284,5,Honda,650000,47725,0,1,0,0,27.3,1498,98.6,200Nm@ 1750rpm,5
7285,9,Maruti,434999,70195,0,1,0,1,28.4,1248,74.02,190Nm@ 2000rpm,5
7286,12,Ford,195000,77395,0,1,0,1,20.0,1399,68.0,160Nm@ 2000rpm,5
7287,4,Mahindra,1000000,17000,0,1,0,0,17.3,1497,121.0,300Nm@ 1750-2500rpm,8
7288,10,Hyundai,650000,64000,0,1,1,0,14.62,1498,113.42,250nm@ 1500-2750rpm,5
7289,9,Chevrolet,190000,74321,0,1,0,0,25.44,936,56.3,142.5Nm@ 1750rpm,5
7290,10,Maruti,409999,80235,0,1,0,1,28.4,1248,74.02,190Nm@ 2000rpm,5
7291,7,Hyundai,1050000,77150,0,1,1,0,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5
7292,8,Volkswagen,651000,69000,0,1,1,0,22.15,1498,108.6,250Nm@ 1500-3000rpm,5
7293,8,Maruti,650000,57000,0,1,0,0,23.65,1248,88.5,200Nm@ 1750rpm,5
7294,6,Skoda,750000,89000,0,1,0,0,21.14,1498,103.6,250Nm@ 1500-2500rpm,5
7295,11,Volkswagen,799000,61100,0,1,1,0,14.3,1968,140.0,"36.6@ 1,750-2,500(kgm@ rpm)",5
7296,13,Skoda,355000,116000,0,0,0,0,18.7,1896,66.0,210 / 1900,5
7297,8,Hyundai,600000,80000,0,0,0,0,23.9,1582,126.32,259.8Nm@ 1900-2750rpm,5
7298,5,Maruti,685000,26000,0,0,0,0,28.4,1248,74.0,190Nm@ 2000rpm,5
7299,5,Maruti,509999,100000,0,0,0,0,28.4,1248,74.0,190Nm@ 2000rpm,5
7300,11,Maruti,150000,82300,2,0,0,1,26.83,796,38.4,62Nm@ 3000rpm,5
7301,6,Maruti,650000,82050,0,0,0,0,19.3,1248,73.9,190Nm@ 2000rpm,5
7303,11,Mahindra,675000,120000,0,0,0,1,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
7304,5,Renault,319000,30000,1,0,1,0,24.04,999,67.0,91Nm@ 4250rpm,5
7305,4,Honda,640000,6000,1,0,0,0,19.5,1199,88.76,110Nm@ 4800rpm,5
7306,6,Hyundai,650000,30000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
7307,8,Maruti,650000,70000,0,0,0,0,20.77,1248,88.76,200Nm@ 1750rpm,7
7308,13,Maruti,155000,70000,2,0,0,1,26.83,796,38.4,62Nm@ 3000rpm,5
